compound,score
COc1ccc(O)c(-c2[nH]ncc2C(=O)c2ccccc2)c1,1
CCOCc1nnc(NS(C)(=O)=O)s1,0
COC(=O)c1cc(NCc2cccs2)ccc1N1CCOCC1,1
N#CCCn1c(-c2nonc2NC(=O)c2ccccc2Cl)nc2ccccc21,0
CC(=O)Oc1ccc2ccccc2c1C(NC(=O)Cc1ccccc1)c1ccc(Cl)cc1,1
COCCNC(=O)CN1CCN(Cc2cccc(Cl)c2)C1=O,0
Cc1nc(C)c(-c2csc(NCc3ccccc3)n2)s1,1
Cc1nn(C)c(C)c1CNC(=O)c1cnn2c1NC(c1ccccc1)CC2C(F)(F)F,0
O=C(CSc1nc(-c2ccc(F)cc2)c[nH]1)N1CCCCC1,1
Brc1ccc(Oc2ncc(CN3CCOCC3)s2)cc1,1
CC(C)NC(=O)C(=Cc1cccc([N+](=O)[O-])c1)NC(=O)c1ccccc1,0
Cc1cccc(C(=O)C=C2c3ccccc3CC(C)(C)N2C)c1,1
Cc1ccc(-c2nc(NN=Cc3ccccc3[N+](=O)[O-])c3ccccc3n2)cc1,0
Cc1cc(C)nc(-n2nc(C)c3c(C)c(C)c(C)nc32)n1,0
CCOC(=O)CC1NC(=O)c2ccccc21,0
O=C1CC(NCc2ccncc2)C(=O)N1c1ccc(Cl)cc1,1
O=C(O)CNC1=NCCCCC1,0
N#CC1(Cc2ccccc2)c2ccccc2C=CN1C(=O)c1ccccc1,1
COc1ccc(C2C(=C(O)c3ccccc3)C(=O)C(=O)N2c2ccccn2)c(OC)c1,0
CCCC(=O)Nc1ccc2c(c1)nc(CN1CCCCC1)n2C,0
CCC1(C)OC(=O)N(CCCn2ccnc2C)C1(C)O,0
CCOc1ccc(Cn2nnc(C(=O)Nc3cc(C)cc(C)c3)c2N)cc1,0
Nc1nc2ccccc2n1CCN1CCCC1,0
O=C(Oc1cc(-c2ccccc2)no1)c1ccc(F)cc1,0
O=C(NCCCn1ccnc1)c1cc(-c2ccc(Cl)cc2)nc2ccccc12,1
Cc1cccc(C)c1NC(=O)c1ccc(-c2ccc(Cl)cc2Cl)o1,0
O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,0
CN(c1ccccc1)c1cc(=O)n(C)c(=O)[nH]1,0
CCCOc1ccc(C(=O)c2nc3c(n2O)CCCCC3)cc1,0
Cc1ccc(CNC(=O)c2ccc(CN3CCOCC3)cc2)cc1,0
CC(=O)N(CCC1(C(C)C)CCOC(C)(C)C1)Cc1ccco1,0
Cc1cc(NC(=O)COC(=O)C2CCCN2C(=O)c2cccs2)no1,0
CCC(CC)C(=O)Nc1cccc(C(=O)N2CCOCC2)c1,0
CCOC(=O)C1CCN(S(=O)(=O)Cc2ccccc2)C1=O,1
Cc1ccc(C)c(NC(=S)NC(NC(=O)C=Cc2ccccc2)C(Cl)(Cl)Cl)c1,0
CCOc1ccc(-c2nnc(-c3snc(-c4ccc(F)cc4)c3N=CN(C)C)o2)cc1,0
O=C(CS(=O)(=O)Cc1ccccc1)NCc1ccc2c(c1)OCO2,0
CC(C)(C)C(=O)NC(=S)Nc1cc(C(F)(F)F)ccc1N1CCOCC1,1
O=C(Nc1ccc2c(c1)OCO2)C1CCCN1C(=O)OCc1ccccc1,1
Cc1ccc(C(=O)O)cc1-c1ccc(C=C2NC(=O)N(c3ccccc3)C2=O)o1,0
CCOc1cc(N2CCOCC2)c(OCC)cc1NC(=O)COc1ncnc2ccccc12,0
CCCCCCc1c(O)nc2ccccc2c1O,0
NCc1ccc(S(N)(=O)=O)cc1,0
CC1(C)N=C(N)N=C(N)N1c1cccc(C(=O)O)c1,0
CN1CCC(N(C)c2nc(-c3ccc([N+](=O)[O-])cc3)nc3ccccc23)CC1,0
COC(=O)c1cn[nH]c1NC(=S)Nc1ccccc1C,1
O=C(CSc1nc(-c2ccc(F)cc2)cs1)N1CCN(C(=O)c2ccco2)CC1,1
Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,0
O=S(Cc1ccccc1)CC(O)(c1ccccc1)c1ccccc1,1
COC(CNC(=O)c1ccc2c(c1)nc(C)n2-c1cccc(F)c1)OC,0
Cc1ccccc1-c1nccc(Nc2ccc(F)cc2)n1,1
C=CCOC(=O)C(C(C)=O)C(NC(=O)OC)c1cccc(C)c1,1
O=C(Nc1ccccn1)c1cc(-n2cnnc2)ccc1Cl,0
CCCc1cc2c(cc1NS(=O)(=O)c1ccc(CCNC(C)=O)cc1)OCO2,1
CCOc1ccc(C2CC(=O)NC3=C2C(=O)CCC3)cc1,0
O=C(NCc1ccco1)c1cc2ccc(O)cc2oc1=O,1
CS(=O)(=O)N1CCN(c2nc(-c3ccc(F)cc3)cs2)CC1,0
CS(=O)(=O)NCc1ccc(C(=O)NC2CCCCC2)cc1,0
CCOC(=O)c1sc2nc(CC(=O)OC)nc(N3CCN(c4ccc(OC)cc4)CC3)c2c1C,1
CC(C)C(C)C=CC(C)C1CCC2C3=CC=C4CC(O)CCC4(C)C3CCC21C,0
CCOc1cc(C2C(C(=O)c3ccccc3)=C(C(=O)OC)Nc3nnnn32)ccc1O,0
Cn1cccc1C1NC(=O)c2c(sc3c2CCC(C(C)(C)C)C3)N1,0
NC(Cn1ccc(=O)[nH]c1=O)C(=O)O,0
O=C(Nc1ccc(-c2nc3cc(NC(=O)c4cccs4)ccc3o2)cc1)c1cccs1,0
CCCCOc1ccc(OC(=O)c2cccnc2)cc1,1
CC1=C(C(=O)Nc2ccccc2C)C2(CCCC2)C(C(N)=O)C(=O)N1,0
COc1cc2c(cc1OC)CN(C(=O)Cc1ccc(OC)c(S(=O)(=O)N3CCOCC3)c1)CC2,0
Cc1cc(C)nc(NC2=NCC(=O)N2c2ccc(F)c(Cl)c2)n1,0
O=C(Nc1nnc(CCOCCOCCc2nnc(NC(=O)c3ccco3)s2)s1)c1ccco1,0
FC(F)(F)c1nnc2ccc(N3CCCCCC3)nn12,0
CCCN(Cc1cc2ccc(C)cc2nc1O)C(=O)c1cccnc1,0
C=CCNC(=O)CC(=O)NN=Cc1ccc(C(=O)OC)cc1,0
CCCc1nc(O)c2nnn(Cc3ccccc3F)c2n1,1
COc1cc(CNn2nnnc2N)ccc1OCc1c(Cl)cccc1Cl,1
c1ccc(-c2cc(N3CCCCC3)ncn2)cc1,1
CNCc1cc2ccc(C)cc2nc1O,0
Cc1cc(NC(CC(C)C)C(=O)O)nc(Cc2ccccc2)n1,0
CN(C(=O)CSc1nnc(N)s1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,0
C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1,1
O=C(OCc1c(Cl)cccc1Cl)c1cnccn1,0
COc1ccc2oc(=N)c(-c3nnc4n3CCCCC4)cc2c1,0
Cc1cc(C)nc(SC2CCOC2=O)n1,0
Cc1ccccc1NC(=O)c1ccc(F)c(S(=O)(=O)N2CCN(c3ccccn3)CC2)c1,0
C#CCCCON=C1CC(O)C(O)C2C1CCC1C(=O)N(CC)C(=O)C12,0
COc1ccccc1CN1CC2(CCN(C(=O)c3cnccn3)CC2)C1,0
O=C(COC(=O)c1cccnc1Nc1ccccc1F)NCCN1C(=O)CSC1=O,1
COC1CC=C2CCN3CCC4=C(CC(=O)OC4)C23C1,0
COc1ccc(N2CCN(S(=O)(=O)c3ccc4c(c3)CCCC4)CC2)c([N+](=O)[O-])c1,1
CCCCOC(=O)C1=C(C)Nc2ncnn2C1c1cc(OC)ccc1OC,1
Cc1ccc(OCC(=O)NC(=S)Nc2ccc(Br)c(C)n2)cc1,0
Oc1ccc2cccnc2c1,0
CC1OC(Nc2ccc(OC(F)(F)F)cc2)C(O)C(O)C1O,0
COc1ccc(NC(=O)N2CCCC3(CCN(C(=O)c4ccncc4)CC3)C2)cc1,0
Cc1cc(C)c(S(=O)(=O)NCC23C=CC(O2)C2C(=O)N(c4ccccc4)C(=O)C23)c(C)c1,1
NC1C2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)CC12,0
Cc1cc(CNC(=O)C(C)C2CC2(C)C(NC(=O)OCc2ccccc2)c2ccccc2)nn1C,1
C#CC1(OC(C)=O)CCC2C3CCC4=CC(OC(C)=O)CCC4C3CCC21C,0
CCOc1ccc(NC(S)=C(C(=O)c2ccc(C)c([N+](=O)[O-])c2)[n+]2ccccc2)cc1,0
CCn1cc(C(=O)NCc2ccc3c(c2)OCO3)c(=O)c2ccc(C)nc21,0
CN(C)CCCCN1CCc2c(n(C)c3ccccc23)C1=O,0
COC(=O)C=c1sc(=C(C#N)C(=O)NCc2ccccc2)n(-c2ccccc2)c1=O,0
CCCCc1c(O)cc(-c2cccnc2)n(-c2ccc(Cl)cc2)c1=O,1
CC(=O)c1cc2c(cc1NC(=O)c1cnc(C)cn1)OCO2,0
COc1ccc(NC(=O)c2cc(C)on2)cc1OC,0
Cn1c(=O)c2[nH]cnc2n(C)c1=O,0
CCCCn1c(N)c(N(CC)C(=O)c2ccc3c(c2)S(=O)(=O)c2ccccc2C3=O)c(=O)[nH]c1=O,0
CC(=O)C(C)Oc1ncn(-c2ccccc2)n1,0
COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(C)=NO)CC3OC1CC(N)C(O)C(C)O1,0
O=C(NCCCCNC(=O)c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,0
COC(=O)c1ccc(-c2nc(-c3cccs3)no2)cc1,1
Cc1nc2cc(C(=O)O)ccc2n1-c1ccc(F)cc1F,0
O=C1NC(=O)N(C2CCCCCC2)C(=O)C1=CNCc1ccc(F)cc1,0
O=C(Nc1ccc2c(c1)OCO2)c1cn(Cc2ccc(F)cc2)nn1,0
CSc1ccccc1NS(=O)(=O)c1ccccc1,1
CNCC(O)c1cccc(OC(=O)c2ccccc2C)c1,0
CCOC(=O)C1CCCN(C(=O)C2CCN(S(=O)(=O)c3c[nH]cn3)CC2)C1,0
NC(=O)N1c2ccccc2C=Cc2ccccc21,0
CCOC(=O)CCCCC(=O)c1[nH]c(O)nc1CN1CCOCC1,0
COc1ccc(N2CCN(S(=O)(=O)c3cccc4cccnc34)CC2)cc1,1
OCC(O)C(O)C(O)C(O)c1nc2ccc(Cl)cc2[nH]1,0
O=S1(=O)CC2(N3CCOCC3)CCCCC21,0
O=C(CCN1C(=O)c2cccc3cccc(c23)C1=O)N1CCN(Cc2ccc3c(c2)OCO3)CC1,1
CS(=O)CCC(NS(=O)(=O)c1ccccc1)C(=O)O,0
Cc1nc2cnc(OCc3ccccc3)nc2n(CCc2ccccc2)c1=O,1
O=C(NCc1ccccc1F)C1CCCN(C(=O)NC2CCCCC2)C1,0
O=C(Cc1c(O)nc2ccccc2c1O)N(Cc1ccccc1)Cc1ccccc1,0
CN(C)c1ccc(-c2noc(C3CCN(S(=O)(=O)c4cccc(C(=O)O)c4)CC3)n2)cc1,0
CCN(CC)S(=O)(=O)c1ccc(NC(=O)CSc2cccc[n+]2[O-])cc1,0
Cc1ccc2c(c1)c1ncnc(N3CCOCC3)c1n2C,0
COCCNC(=O)C(c1ccco1)N(C(=O)Cn1nnc2ccccc21)c1ccccc1C,0
COc1ccc(OC)c(-c2cc(C(=O)Nc3cc(C)on3)no2)c1,0
CCOc1cc(NS(=O)(=O)c2ccc(NC(C)=O)cc2)c(OCC)cc1NC(=O)C(C)C,0
Cc1nn(C(=O)c2ccco2)c(C)c1Sc1ccc([N+](=O)[O-])cc1,0
COc1ccc(C(C[N+](=O)[O-])c2c(-c3ccccc3)cc3ccccn23)cc1,1
CCOC(=O)Cc1csc(NC(=O)CSc2nnc(-n3nc(C)cc3C)c3ccccc23)n1,1
O=C1NCCN1Cc1ccccc1F,1
CCNC(=O)CSc1nc2ccccc2c(=O)n1CCCOC(C)C,1
CC(C)c1cc(NCC2CCCO2)n2c(nc3ccccc32)c1C#N,0
N#CC(=C1CCCC1)c1nc(-c2ccccc2)cs1,1
CC(=O)OCC1OC(CC=NOCC(O)C2OC3OC(C)(C)OC3C2O)C=CC1OC(C)=O,0
Cc1ccc(NC(=O)c2cc(-c3ccco3)on2)cc1,0
CCOc1cc(C=Nn2cnnc2)c(Br)cc1O,1
CCc1cc2c(s1)N1Cc3ccccc3C(C(=O)c3cccc([N+](=O)[O-])c3)=C1NC2=O,0
O=C(Cc1ccc(Br)cc1)Nc1ccccc1Sc1ccccc1,1
O=C(COc1ccccc1F)NC1CC1,0
COc1ccc(Cl)cc1NC(=O)CN(C1CCCCC1)S(C)(=O)=O,1
COc1cc(=O)n(C)c2cc(N(C)C)ccc12,0
Cc1nc(O)nc(O)c1S(=O)(=O)N1CCOCC1,0
Cc1ccc(S(=O)(=O)N=Nc2c(O)[nH]c3cc(O)c(C(=O)O)cc23)cc1,0
CON=CCC(=O)Nc1ccc(F)cc1,0
CCn1c(CSCc2ccc(F)cc2)nnc1SCC(=O)N1CCN(c2ccccc2)CC1,1
Cc1cc(Cl)ccc1OC(C)C(=O)O,0
CCCN(CCC)C1CC(=O)N(Cc2ccccc2)C1=O,1
O=C(NCC1CCCO1)c1cccc(NC(=O)c2ccco2)c1,0
CC(CN(C)C)CN1c2ccccc2Sc2ccccc21,0
COc1cccc(Nc2ncc3nc(CCc4ccccc4)c(=O)n(CC4CCCO4)c3n2)c1,0
O=C(NNC(=S)Nc1ccccc1)C1CC1,0
O=C(Nc1ccc(Cl)cc1Cl)c1cccc(N2C(=O)C=CC2=O)c1,1
Cc1ccc(C(=O)CN(C(=O)c2ccc(Cl)c(Cl)c2)N2C(=O)C3CCCCC3C2=O)cc1,0
COc1ccccc1N1C(N)=NC(N)=NC1(C)C,0
O=P(O)(CCc1ccccc1)C(O)c1ccccc1,0
CC(Oc1ccc(Cl)cc1Cl)C(=O)C=CN(C)C,1
Cn1c(SCC(=O)N2CCc3ccccc3C2)nnc1-c1cccs1,0
Cc1cc(N2CCC(C(N)=O)CC2)nc(-c2ccccc2)n1,0
CCOc1ccc(N=Cc2c(O)cc(C)oc2=O)cc1,0
CC(NCc1cccnc1)=C1C(=O)NC(=O)N(c2ccccc2C)C1=O,1
COC(=O)CSc1nc2cc3c(cc2cc1C#N)OCO3,0
O=C(c1cc(N2CCCCC2)nc2ccccc12)N1CCOCC1,0
O=C(Nc1ccccc1)c1ccc(S(=O)(=O)N2CCCC2)cc1,0
COCc1cc(O)nc(Nc2nc(C)c3cc(OC)ccc3n2)n1,0
O=C(O)CCSCc1ccccc1F,0
CC(Oc1ccccc1)c1ccnn1S(=O)(=O)c1ccccc1,1
Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,1
COc1ccc(C(=NO)c2ncc(C(F)(F)F)cc2Cl)cc1,1
Cc1nnc(NC(=O)CSCc2ccccc2)s1,0
O=C(c1ccco1)N1CCN(S(=O)(=O)c2ccc3[nH]c(=O)oc3c2)CC1,1
CN(C)c1ncc2nc(-c3cccs3)c(=O)n(CCc3ccccc3)c2n1,0
NC(=O)C1CCN(C(=O)Nc2ccccc2)CC1,0
Cc1nn(-c2ccccc2)c(C)c1NS(=O)(=O)c1ccccc1,1
O=C(Nc1cccc(F)c1)N1CC=C(c2ccc(Cl)cc2)CC1,1
C=CCOc1nc(N(C)C)nc(N(C)C)n1,0
CN(C)C=C1C(=O)c2ccccc2C1=O,0
O=C(NCc1ccco1)c1cc(-c2cccnc2)nc2ccc(Cl)cc12,0
CN(C)C=C(C#N)C(=O)c1cccc(Oc2ccc(C(C)(C)C)cc2)c1,1
CC(NC(=O)Cn1cncn1)c1ccccc1,0
N=C(N)SCc1nc(-c2ccc(Cl)cc2)no1,1
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,0
Cc1ccccc1NC(=O)C1c2cccc[n+]2CC(=O)N1c1c(C)cccc1C,0
CCSc1ccccc1C(=O)NCC1CCCO1,0
Cn1sc(NC(=O)c2ccccc2Cl)nc1=O,1
Cn1c(Cl)c(C=NOC(=O)c2ccccc2Cl)c2ccccc21,0
COc1ccc(C(=O)O)cc1S(=O)(=O)Nc1cccc(C)c1,0
O=C1c2ccccc2C(O)(Cc2ccccc2)N1c1ccc2c(c1)OCO2,1
O=c1nc2n(c(O)c1C(c1ccc(O)cc1)c1c(O)nc3n(c1=O)CCCS3)CCCS2,0
COc1ccc(CNc2ccc(-c3ccc(OC)cc3)nn2)cc1,0
O=C(CSc1nc2cc(Cl)ccc2s1)NC(=O)NCc1ccco1,0
Cc1ccccc1N(CC(=O)Nc1ccccc1C(=O)O)S(C)(=O)=O,0
Cc1cc(NS(=O)(=O)c2ccc(NC(=O)CN3C(=O)c4ccccc4C3=O)cc2)nc(C)n1,0
COC(=O)C(C)(C)NC(=O)c1cccs1,0
O=C(c1cccc(C(F)(F)F)c1)n1cc(-c2ccc(Cl)nn2)c2ccccc21,0
Cc1ccc(S(=O)(=O)N2CCCC2C(=O)Nc2cc(C)on2)cc1,0
CC1(C)Cc2nc3n[nH]c(N)c3cc2CO1,0
COc1ccc(S(=O)(=O)Nc2cccc(Cl)c2)cc1OC,1
COc1ccc2c(C)c(C(=O)O)oc2c1,0
N#Cc1c(C(F)(F)F)cc(-c2ccc(Cl)c(Cl)c2)nc1SCCN1CCOCC1,0
Cc1ccc(S(=O)(=O)N2CCN(C(=O)CCC(=O)OCC(=O)Nc3cccc(C#N)c3)CC2)cc1,1
CCOC(=O)C1CCCCN1Cc1cc(Cl)ccc1O,1
O=C(Cn1cnc2ccccc2c1=O)NCC(=O)N1CCC2(CC1)OCCO2,0
Cc1cccc(OCc2nnc(SCc3cc(=O)n4cc(Br)ccc4n3)o2)c1,1
O=C(NC(Nc1ncccn1)C(=O)c1ccccc1)c1ccccc1,1
CC(C)CN1CCC2(CCCN(C(=O)c3cccc(F)c3)C2)C1,0
Cc1nnsc1NC(=O)OCC(C)C,0
CCOC(=O)Cc1csc(NS(=O)(=O)c2ccccc2)n1,1
C=CCc1cccc2cc(C(=O)OCC(=O)c3ccccc3)c(=O)oc12,0
CCCC(=O)N1CCN(C2=NS(=O)(=O)c3ccccc32)CC1,0
CC12CCC(c3c(C(=O)O)nn(-c4ccc(F)cc4)c31)C2(C)C,0
CC(C)NC(=O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,0
CCOC(=O)C1=C(CN2CCC(C)CC2)NC(=O)NC1c1ccc(Cl)cc1,1
Cc1c(Cl)c([N+](=O)[O-])nn1Cc1ccc(C(=O)NN=Cc2cc(Cl)ccc2O)o1,1
COc1ccc(OC)c(NC(=O)NC(Cc2ccccc2)C(=O)O)c1,0
CCOc1ccc(N(CC(=O)Nc2ccccc2C)S(=O)(=O)c2c(C)noc2C)cc1,1
COC(=O)C(CC(=O)c1ccc(Cl)cc1)c1ccc(C(C)C)cc1,0
COc1cc(C(O)CN)ccc1O,0
CC1CCCC(NC(=O)C2CCCN2S(=O)(=O)c2cccc3nsnc23)C1C,1
CC(=O)Nc1cccc(NC(=O)C2CCCN2C(=O)Nc2cccc(C)c2)c1,0
CC(=O)c1c(C)[nH]c(C(=O)COc2cc(C)cc(C)c2)c1C,1
Cc1cc(Nc2ccccc2)n(C(=O)c2ccccc2)n1,0
CC(C=Nn1c(S)nnc1-c1ccccc1)=Cc1ccco1,0
N#Cc1cccc(-c2nc3cnc(Nc4ccccc4)nc3n(CC3CCCO3)c2=O)c1,0
CCOCCCNC(=O)C1CCN(S(=O)(=O)CC)CC1,0
C#CCSc1nnc(-c2sc3ccccc3c2Cl)o1,0
COCC(=O)N1CCCC2(CCN(Cc3ccccc3OC)C2)C1,0
O=[N+]([O-])c1c(NCCO)cc(Sc2nc3ccccc3s2)c2nonc12,1
O=C(Cn1cnc2c(nnn2-c2cccc(Cl)c2)c1=O)N1CCOCC1,0
Cn1c(SCC(=O)N2CCCCC2)nnc1-c1ccc(S(=O)(=O)N2CCOCC2)cc1,0
Cn1c(=O)[nH]c(=O)c2c1nc(N1CCCCC1)n2CC(O)CN1CCCCC1,0
COC(=O)c1ccc(C2C3=C(Nc4nnnn42)c2ccccc2OC3)cc1,1
COCC(C)NC(=O)C1CC(=O)N(c2ccc(C)cc2)C1,0
CC1CCN(S(=O)(=O)c2ccc(NC(=O)CSc3nnnn3C)cc2)CC1,0
Cc1ccccc1NC(=O)N1C2CCCC1CC(NC(=O)C1CC1)C2,0
COC(=O)c1c(C)n(-c2ccccc2)c2ccc(O)cc12,1
Cc1ccccc1Nc1nnc(SCc2cc([N+](=O)[O-])cc3c2OCOC3)s1,1
CCOc1ccc(NC(=O)CNC(=O)c2ccc(OC)c(OC)c2)cc1,0
Cc1ccc(Cn2nnnc2CN2CCC(n3nnc4cc(C)ccc43)CC2)cc1,1
O=S(=O)(ON=C1CCCc2ccccc21)c1ccccc1,0
COC(=O)c1ccc(CSc2nnc(Nc3ccc(OC)cc3)s2)o1,0
CC1Cc2ccccc2N1C(=O)CSc1nc(N)cc(O)n1,0
COc1ccccc1C1C(C(=O)c2ccc(OC(C)C)cc2)=C(O)C(=O)N1c1cc(C)on1,0
CC1Nc2ccc(Cl)cc2S(=O)(=O)N1,0
COC(=O)c1c(NC(=O)c2ccc(C)cc2)sc(Cc2ccccc2)c1C,0
Cc1ccc2[nH]c(CCN(C)C)c(CC#N)c2c1,0
CSc1nnc2c(n1)OC(C)N(C(=O)c1ccccc1)c1ccccc1-2,0
Cc1ccccc1OCC(=O)NN=C1CCOc2c(C)cccc21,0
Brc1ccc(-c2nnc(-c3ccccc3)c(N3CCSCC3)n2)cc1,1
CCCSc1nc(O)c2cnn(-c3ccc(F)cc3)c2n1,0
COCCCn1c(SCC(=O)OC2CCCCC2)nnc1-c1cccs1,1
O=C(Nc1cccc(NC(=O)c2ccc(Br)o2)n1)c1ccc(Br)o1,0
COc1cc(-c2nnc(SCC=Cc3ccccc3)n2N)cc(OC)c1OC,1
CCC(C)Sc1nnc(Cc2cc(O)nc(O)n2)n1-c1ccc(OC)cc1,0
CC(C)NC(=O)CSc1nnc(-c2ccco2)n1N,0
Cn1c(=N)c(S(=O)(=O)c2ccc(F)cc2)cc2c(=O)n3ccccc3nc21,1
Cc1ccc(S(=O)(=O)NNC(=O)C(=O)NNc2ccccn2)cc1,0
CCOC(=O)c1c(NC(=O)c2nn(CC)cc2Br)c(C#N)cn1-c1ccccc1,1
O=C(O)c1ccccc1Nc1ccccc1,0
O=C(CSCCNS(=O)(=O)c1ccccc1)Nc1ccccc1,1
CCOC(=O)Cc1nnc(NC(=O)c2ccco2)s1,0
COc1ccccc1-c1ccc2ncnc(N3CCOCC3)c2c1,1
CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,0
N#Cc1ccc(CN2CCC3(CCCN(C(=O)c4cnccn4)C3)C2)cc1,0
COCCOC(=O)C1=C(C)NC(=O)CC1c1cc2c(cc1Br)OCO2,1
CC1(C(=O)O)CC(C)(C(=O)O)CC(C)(C(=O)O)C1,0
COc1ccc2c(c1)CCc1cc(C(=O)N3CCN(c4ccc(N5CCOCC5)nn4)CC3)sc1-2,0
O=C(Nc1ccccc1C(=O)NCc1cccnc1)c1ccco1,1
CC(Cc1ccc(Cl)cc1Cl)NO,1
Cc1cccc(C)c1NC(=O)C(C)N,0
O=S(=O)(Nc1ccc2[nH]c(-c3ccco3)nc2c1)c1ccccc1,1
CCCCOC(=O)Nc1cccc(C(=O)OCC)c1,1
Cc1c(O)ccc(-c2[nH]ncc2-c2nc3ccccc3s2)c1O,1
O=C(CSc1ncccc1C(=O)O)NCCC1=CCCCC1,0
O=C1c2ccccc2C(=O)N1CCN1CCOCC1,0
CCC(=O)N1CCc2cc(S(=O)(=O)CCC(=O)O)ccc21,0
CC(=O)Nc1cc(C(=O)N2CCN(C)CC2)ccc1S(=O)(=O)c1ccc(C)cc1,0
Cc1cc(OCc2nn[nH]n2)c2c(C)c(CC(=O)O)c(=O)oc2c1,0
Cc1nn(C)c(Oc2ccccc2)c1CCNS(=O)(=O)c1ccc(Cl)cc1,1
COc1cccc(-c2nc(-c3ccccc3)no2)c1,0
COCCCNC(=O)CCn1c(=O)c2ccccc2n(CC(=O)Nc2ccccc2C)c1=O,0
O=C(C1CCC(=O)N1Cc1ccccc1Cl)N1CCN(c2cccc(Cl)c2)CC1,1
COC(=O)c1cc2nc(-c3ccc(OC)cc3)cc(C(F)(F)F)n2n1,0
N#CC(=Cc1ccc(C(=O)O)cc1)C(=O)NCc1ccccc1,0
CCn1c(C)c(C(C)=O)c(N2CCCCC2)nc1=S,0
Nc1nc(N)c(CCCCc2ccccc2)c(N)n1,0
CCCCNC1=C(Br)C(=O)CC(C)(C)C1,1
CCC(Sc1ccc2nnc(-c3ccc(F)cc3)n2n1)C(=O)O,0
COCCOC(=O)C1=C(C)NC(=O)N(C(C)=O)C1c1ccc(Cl)cc1,1
CCC(C)C(NC(=O)NCc1ccccc1)C(=O)O,0
O=C(Nc1ccc(S(=O)(=O)NCc2ccco2)cc1)c1ccncc1,1
O=C(OCCN1C(=O)c2ccccc2C1=O)c1cccc(OC(F)F)c1,1
CC(C)c1ccc(NC(=O)N(CCc2nc3ccccc3[nH]2)C2CCCC2)cc1,1
COC(=O)c1ccccc1N1C(=O)C2ON=C(c3ccc(Br)cc3)C2C1=O,1
Cc1ccc(S(=O)(=O)N2CCN(Cc3ccccc3C(F)(F)F)CC2)cc1,1
CCC1=NN2C(=N)C(=Cc3ccc(SCc4ccco4)o3)C(=O)N=C2S1,0
COc1ccc(NC(=O)COc2ccccc2)c(OC)c1,1
COc1ccc(S(=O)(=O)NCCOc2ccccc2)cc1OC,1
CCSc1nc2ccccc2n1CC(=O)OC,0
CCCCCC(=O)Nc1ccc2oc(-c3ccncc3)nc2c1,1
O=c1[nH]n(-c2ccc(F)cc2)c2ncccc12,0
C=CCn1c(Oc2cc(C)ccc2C)nc2c1c(=O)n(C)c(=O)n2C,0
CCC(CC)c1nnc(NC(=O)c2cccc(S(=O)(=O)N3CCc4ccccc43)c2)s1,1
CC(=C(C#N)C(=O)NCCCN1CCOCC1)N(C)C,0
CC(=O)Nc1ccc(S(=O)(=O)Nc2c(C)n(C)n(-c3ccccc3)c2=O)cc1,0
CCN1C(=O)NC(=Cc2ccc(Sc3ccc(C)cc3)o2)C1=O,0
COc1cccc(N(CC(=O)N2CCN(C)CC2)S(=O)(=O)c2ccc(C)cc2)c1,0
O=c1oc(-c2ccccc2Cl)nc2ccsc12,1
CC#CP(=O)(OCC)C(O)(c1ccccc1)C(F)(F)F,0
CCCn1cc(NC(=O)c2cc3n(n2)C(C(F)(F)F)CC(c2ccccc2)N3)cn1,0
COc1ccc(C=NNC(=O)O)cc1,0
O=C(c1ccco1)N(CCCN1CCOCC1)c1nc(-c2ccc(Cl)cc2)cs1,1
Cc1cc(C)n(CCOC(=O)C2C(C=C(Cl)Cl)C2(C)C)n1,1
COc1ccc(OCC(=O)Nc2nc3ccccc3[nH]2)cc1,0
COc1ccccc1-c1noc(-c2ccncc2)n1,1
Cc1c(NC(=O)c2ccc(COc3ccc4ccccc4c3)o2)c(=O)n(-c2ccccc2)n1C,0
O=C(O)c1nn2c(c1Br)NC(c1ccccc1)CC2C(F)(F)F,0
Cc1cccc(OCC(=O)Nc2ccc(N3CCN(S(C)(=O)=O)CC3)cc2)c1C,0
Cc1ccc(-c2noc(-c3ccccc3Br)n2)cc1,0
COc1ccc(C2N3CC4(C)CN2CC(C)(C3)C4)cc1OC,0
CN1CCC(=NNC(=O)C(=O)NCc2ccccc2)CC1,0
O=C(O)CCC(=O)c1ccc2sc3ccccc3c2c1,0
